Year,Brand,Superbowl Ads Link,Youtube Link,Funny,Shows Product Quickly,Patriotic,Celebrity,Danger,Animals,Uses Sex,Length,Estimated Cost,Youtube Views,Youtube Likes,TV Viewers
2020,Bud Light,https://superbowl-ads.com/2020-bud-light-seltzer-inside-posts-brain/,https://www.youtube.com/watch?v=nbbp0VW7z8w,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,60,11.2,76790,998,100.45
2020,Toyota,https://superbowl-ads.com/2020-toyota-go-places-with-cobie-smulders/,https://www.youtube.com/watch?v=f34Ji70u3nk,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,60,11.2,27694,138,100.45
2020,Coca-Cola,https://superbowl-ads.com/2020-coca-cola-energy-show-up/,https://www.youtube.com/watch?v=-gAZRN3SCBw,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,60,11.2,309037,1400,100.45
2020,Kia,https://superbowl-ads.com/2020-kia-tough-never-quits/,https://www.youtube.com/watch?v=lMs79UXam9A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,60,11.2,25604,111,100.45
2020,Hyundai,https://superbowl-ads.com/2020-hyundai-smaht-pahk/,https://www.youtube.com/watch?v=WBvkmWDjsYc,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,60,11.2,198025,2000,100.45
2020,Budweiser,https://superbowl-ads.com/2020-budweiser-typical-american/,https://www.youtube.com/watch?v=J0xugdotpp8,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,60,11.2,1760,12,100.45
2020,NFL,https://superbowl-ads.com/2020-nfl-next-100/,https://www.youtube.com/watch?v=lbkafMhmvMo,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,170,31.73,33318675,202000,100.45
2020,Doritos,https://superbowl-ads.com/2020-doritos-the-cool-ranch-with-lil-nas-x-and-sam-elliott/,https://www.youtube.com/watch?v=6xVnq31Vk8Y,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,60,11.2,2137823,11000,100.45
2020,Pepsi,https://superbowl-ads.com/2020-pepsi-zero-sugar-done-right/,https://www.youtube.com/watch?v=Ozb_fJB_z6o,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,30,5.6,34221,155,100.45
2021,E-Trade,https://www.superbowl-ads.com/2021-etrade-workout/,https://www.youtube.com/watch?v=QagQxo4IZx8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,30,5.5,177,6,91.63
2021,Toyota,https://www.superbowl-ads.com/2021-toyota-jessica-longs-story-upstream/,https://www.youtube.com/watch?v=fqWG5_7nwyk&t=1s,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,60,11,1399700,12000,91.63
2021,Bud Light,https://www.superbowl-ads.com/2021-bud-light-legends/,https://www.youtube.com/watch?v=IOjsm02SVF4,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,60,11,4250,33,91.63
2021,Doritos,https://www.superbowl-ads.com/2021-doritos-3d-flat-matthew/,https://www.youtube.com/watch?v=BLuqtTn4610&t=9s,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,60,11,21546933,20000,91.63
2021,Bud Light,https://www.superbowl-ads.com/2021-bud-light-last-years-lemons/,https://www.youtube.com/watch?v=g6CVKs77X74,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,60,11,5140823,2900,91.63
