artist,track,date.entered,week,rank
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk10,38
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk11,49
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk12,51
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk13,61
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk14,61
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk15,66
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk16,88
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk17,96
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk18,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk19,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk20,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk21,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk22,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk23,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk24,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk25,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk26,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk27,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk28,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk29,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk30,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk31,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk32,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk33,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk34,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk35,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk36,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk37,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk38,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk39,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk40,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk41,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk42,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk43,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk44,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk45,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk46,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk47,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk48,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk49,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk50,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk51,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk52,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk53,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk54,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk55,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk56,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk57,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk58,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk59,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk60,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk61,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk62,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk63,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk64,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk65,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk66,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk67,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk68,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk69,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk70,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk71,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk72,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk73,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk74,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk75,NA
"Iglesias, Enrique",Rhythm Divine,1999-12-04,wk76,NA
J-Shin,One Night Stand,1999-12-25,wk1,96
J-Shin,One Night Stand,1999-12-25,wk2,96
J-Shin,One Night Stand,1999-12-25,wk3,69
J-Shin,One Night Stand,1999-12-25,wk4,74
J-Shin,One Night Stand,1999-12-25,wk5,72
J-Shin,One Night Stand,1999-12-25,wk6,62
J-Shin,One Night Stand,1999-12-25,wk7,49
J-Shin,One Night Stand,1999-12-25,wk8,45
J-Shin,One Night Stand,1999-12-25,wk9,38
J-Shin,One Night Stand,1999-12-25,wk10,34
J-Shin,One Night Stand,1999-12-25,wk11,38
J-Shin,One Night Stand,1999-12-25,wk12,45
J-Shin,One Night Stand,1999-12-25,wk13,47
J-Shin,One Night Stand,1999-12-25,wk14,58
J-Shin,One Night Stand,1999-12-25,wk15,68
J-Shin,One Night Stand,1999-12-25,wk16,88
J-Shin,One Night Stand,1999-12-25,wk17,99
J-Shin,One Night Stand,1999-12-25,wk18,NA
J-Shin,One Night Stand,1999-12-25,wk19,NA
J-Shin,One Night Stand,1999-12-25,wk20,NA
J-Shin,One Night Stand,1999-12-25,wk21,NA
J-Shin,One Night Stand,1999-12-25,wk22,NA
J-Shin,One Night Stand,1999-12-25,wk23,NA
J-Shin,One Night Stand,1999-12-25,wk24,NA
J-Shin,One Night Stand,1999-12-25,wk25,NA
J-Shin,One Night Stand,1999-12-25,wk26,NA
J-Shin,One Night Stand,1999-12-25,wk27,NA
J-Shin,One Night Stand,1999-12-25,wk28,NA
J-Shin,One Night Stand,1999-12-25,wk29,NA
J-Shin,One Night Stand,1999-12-25,wk30,NA
J-Shin,One Night Stand,1999-12-25,wk31,NA
J-Shin,One Night Stand,1999-12-25,wk32,NA
J-Shin,One Night Stand,1999-12-25,wk33,NA
J-Shin,One Night Stand,1999-12-25,wk34,NA
J-Shin,One Night Stand,1999-12-25,wk35,NA
J-Shin,One Night Stand,1999-12-25,wk36,NA
J-Shin,One Night Stand,1999-12-25,wk37,NA
J-Shin,One Night Stand,1999-12-25,wk38,NA
J-Shin,One Night Stand,1999-12-25,wk39,NA
J-Shin,One Night Stand,1999-12-25,wk40,NA
J-Shin,One Night Stand,1999-12-25,wk41,NA
J-Shin,One Night Stand,1999-12-25,wk42,NA
J-Shin,One Night Stand,1999-12-25,wk43,NA
J-Shin,One Night Stand,1999-12-25,wk44,NA
J-Shin,One Night Stand,1999-12-25,wk45,NA
J-Shin,One Night Stand,1999-12-25,wk46,NA
J-Shin,One Night Stand,1999-12-25,wk47,NA
J-Shin,One Night Stand,1999-12-25,wk48,NA
J-Shin,One Night Stand,1999-12-25,wk49,NA
J-Shin,One Night Stand,1999-12-25,wk50,NA
J-Shin,One Night Stand,1999-12-25,wk51,NA
J-Shin,One Night Stand,1999-12-25,wk52,NA
J-Shin,One Night Stand,1999-12-25,wk53,NA
J-Shin,One Night Stand,1999-12-25,wk54,NA
J-Shin,One Night Stand,1999-12-25,wk55,NA
J-Shin,One Night Stand,1999-12-25,wk56,NA
J-Shin,One Night Stand,1999-12-25,wk57,NA
J-Shin,One Night Stand,1999-12-25,wk58,NA
J-Shin,One Night Stand,1999-12-25,wk59,NA
J-Shin,One Night Stand,1999-12-25,wk60,NA
J-Shin,One Night Stand,1999-12-25,wk61,NA
J-Shin,One Night Stand,1999-12-25,wk62,NA
J-Shin,One Night Stand,1999-12-25,wk63,NA
J-Shin,One Night Stand,1999-12-25,wk64,NA
J-Shin,One Night Stand,1999-12-25,wk65,NA
J-Shin,One Night Stand,1999-12-25,wk66,NA
J-Shin,One Night Stand,1999-12-25,wk67,NA
J-Shin,One Night Stand,1999-12-25,wk68,NA
J-Shin,One Night Stand,1999-12-25,wk69,NA
J-Shin,One Night Stand,1999-12-25,wk70,NA
J-Shin,One Night Stand,1999-12-25,wk71,NA
J-Shin,One Night Stand,1999-12-25,wk72,NA
J-Shin,One Night Stand,1999-12-25,wk73,NA
J-Shin,One Night Stand,1999-12-25,wk74,NA
J-Shin,One Night Stand,1999-12-25,wk75,NA
J-Shin,One Night Stand,1999-12-25,wk76,NA
Ja Rule,Between Me And You,2000-09-16,wk1,85
Ja Rule,Between Me And You,2000-09-16,wk2,74
Ja Rule,Between Me And You,2000-09-16,wk3,61
Ja Rule,Between Me And You,2000-09-16,wk4,37
Ja Rule,Between Me And You,2000-09-16,wk5,27
Ja Rule,Between Me And You,2000-09-16,wk6,22
Ja Rule,Between Me And You,2000-09-16,wk7,22
Ja Rule,Between Me And You,2000-09-16,wk8,16
Ja Rule,Between Me And You,2000-09-16,wk9,14
Ja Rule,Between Me And You,2000-09-16,wk10,11
Ja Rule,Between Me And You,2000-09-16,wk11,11
Ja Rule,Between Me And You,2000-09-16,wk12,14
Ja Rule,Between Me And You,2000-09-16,wk13,17
Ja Rule,Between Me And You,2000-09-16,wk14,18
Ja Rule,Between Me And You,2000-09-16,wk15,18
Ja Rule,Between Me And You,2000-09-16,wk16,21
Ja Rule,Between Me And You,2000-09-16,wk17,30
Ja Rule,Between Me And You,2000-09-16,wk18,30
Ja Rule,Between Me And You,2000-09-16,wk19,42
Ja Rule,Between Me And You,2000-09-16,wk20,53
Ja Rule,Between Me And You,2000-09-16,wk21,NA
Ja Rule,Between Me And You,2000-09-16,wk22,NA
Ja Rule,Between Me And You,2000-09-16,wk23,NA
Ja Rule,Between Me And You,2000-09-16,wk24,NA
Ja Rule,Between Me And You,2000-09-16,wk25,NA
Ja Rule,Between Me And You,2000-09-16,wk26,NA
Ja Rule,Between Me And You,2000-09-16,wk27,NA
Ja Rule,Between Me And You,2000-09-16,wk28,NA
Ja Rule,Between Me And You,2000-09-16,wk29,NA
Ja Rule,Between Me And You,2000-09-16,wk30,NA
Ja Rule,Between Me And You,2000-09-16,wk31,NA
Ja Rule,Between Me And You,2000-09-16,wk32,NA
Ja Rule,Between Me And You,2000-09-16,wk33,NA
Ja Rule,Between Me And You,2000-09-16,wk34,NA
Ja Rule,Between Me And You,2000-09-16,wk35,NA
Ja Rule,Between Me And You,2000-09-16,wk36,NA
Ja Rule,Between Me And You,2000-09-16,wk37,NA
Ja Rule,Between Me And You,2000-09-16,wk38,NA
Ja Rule,Between Me And You,2000-09-16,wk39,NA
Ja Rule,Between Me And You,2000-09-16,wk40,NA
Ja Rule,Between Me And You,2000-09-16,wk41,NA
Ja Rule,Between Me And You,2000-09-16,wk42,NA
Ja Rule,Between Me And You,2000-09-16,wk43,NA
Ja Rule,Between Me And You,2000-09-16,wk44,NA
Ja Rule,Between Me And You,2000-09-16,wk45,NA
Ja Rule,Between Me And You,2000-09-16,wk46,NA
Ja Rule,Between Me And You,2000-09-16,wk47,NA
Ja Rule,Between Me And You,2000-09-16,wk48,NA
Ja Rule,Between Me And You,2000-09-16,wk49,NA
Ja Rule,Between Me And You,2000-09-16,wk50,NA
Ja Rule,Between Me And You,2000-09-16,wk51,NA
Ja Rule,Between Me And You,2000-09-16,wk52,NA
Ja Rule,Between Me And You,2000-09-16,wk53,NA
Ja Rule,Between Me And You,2000-09-16,wk54,NA
Ja Rule,Between Me And You,2000-09-16,wk55,NA
Ja Rule,Between Me And You,2000-09-16,wk56,NA
Ja Rule,Between Me And You,2000-09-16,wk57,NA
Ja Rule,Between Me And You,2000-09-16,wk58,NA
Ja Rule,Between Me And You,2000-09-16,wk59,NA
Ja Rule,Between Me And You,2000-09-16,wk60,NA
Ja Rule,Between Me And You,2000-09-16,wk61,NA
Ja Rule,Between Me And You,2000-09-16,wk62,NA
Ja Rule,Between Me And You,2000-09-16,wk63,NA
Ja Rule,Between Me And You,2000-09-16,wk64,NA
Ja Rule,Between Me And You,2000-09-16,wk65,NA
Ja Rule,Between Me And You,2000-09-16,wk66,NA
Ja Rule,Between Me And You,2000-09-16,wk67,NA
Ja Rule,Between Me And You,2000-09-16,wk68,NA
Ja Rule,Between Me And You,2000-09-16,wk69,NA
Ja Rule,Between Me And You,2000-09-16,wk70,NA
Ja Rule,Between Me And You,2000-09-16,wk71,NA
Ja Rule,Between Me And You,2000-09-16,wk72,NA
Ja Rule,Between Me And You,2000-09-16,wk73,NA
Ja Rule,Between Me And You,2000-09-16,wk74,NA
Ja Rule,Between Me And You,2000-09-16,wk75,NA
Ja Rule,Between Me And You,2000-09-16,wk76,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk1,76
"Jackson, Alan",It Must Be Love,2000-06-24,wk2,74
"Jackson, Alan",It Must Be Love,2000-06-24,wk3,68
"Jackson, Alan",It Must Be Love,2000-06-24,wk4,63
"Jackson, Alan",It Must Be Love,2000-06-24,wk5,57
"Jackson, Alan",It Must Be Love,2000-06-24,wk6,49
"Jackson, Alan",It Must Be Love,2000-06-24,wk7,44
"Jackson, Alan",It Must Be Love,2000-06-24,wk8,39
"Jackson, Alan",It Must Be Love,2000-06-24,wk9,39
"Jackson, Alan",It Must Be Love,2000-06-24,wk10,38
"Jackson, Alan",It Must Be Love,2000-06-24,wk11,37
"Jackson, Alan",It Must Be Love,2000-06-24,wk12,37
"Jackson, Alan",It Must Be Love,2000-06-24,wk13,40
"Jackson, Alan",It Must Be Love,2000-06-24,wk14,47
"Jackson, Alan",It Must Be Love,2000-06-24,wk15,62
"Jackson, Alan",It Must Be Love,2000-06-24,wk16,64
"Jackson, Alan",It Must Be Love,2000-06-24,wk17,75
"Jackson, Alan",It Must Be Love,2000-06-24,wk18,80
"Jackson, Alan",It Must Be Love,2000-06-24,wk19,84
"Jackson, Alan",It Must Be Love,2000-06-24,wk20,89
"Jackson, Alan",It Must Be Love,2000-06-24,wk21,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk22,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk23,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk24,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk25,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk26,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk27,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk28,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk29,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk30,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk31,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk32,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk33,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk34,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk35,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk36,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk37,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk38,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk39,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk40,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk41,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk42,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk43,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk44,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk45,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk46,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk47,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk48,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk49,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk50,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk51,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk52,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk53,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk54,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk55,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk56,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk57,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk58,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk59,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk60,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk61,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk62,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk63,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk64,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk65,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk66,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk67,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk68,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk69,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk70,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk71,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk72,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk73,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk74,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk75,NA
"Jackson, Alan",It Must Be Love,2000-06-24,wk76,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk1,79
"Jackson, Alan",Pop A Top,1999-11-13,wk2,73
"Jackson, Alan",Pop A Top,1999-11-13,wk3,70
"Jackson, Alan",Pop A Top,1999-11-13,wk4,64
"Jackson, Alan",Pop A Top,1999-11-13,wk5,63
"Jackson, Alan",Pop A Top,1999-11-13,wk6,57
"Jackson, Alan",Pop A Top,1999-11-13,wk7,55
"Jackson, Alan",Pop A Top,1999-11-13,wk8,55
"Jackson, Alan",Pop A Top,1999-11-13,wk9,63
"Jackson, Alan",Pop A Top,1999-11-13,wk10,52
"Jackson, Alan",Pop A Top,1999-11-13,wk11,43
"Jackson, Alan",Pop A Top,1999-11-13,wk12,47
"Jackson, Alan",Pop A Top,1999-11-13,wk13,55
"Jackson, Alan",Pop A Top,1999-11-13,wk14,78
"Jackson, Alan",Pop A Top,1999-11-13,wk15,95
"Jackson, Alan",Pop A Top,1999-11-13,wk16,100
"Jackson, Alan",Pop A Top,1999-11-13,wk17,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk18,100
"Jackson, Alan",Pop A Top,1999-11-13,wk19,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk20,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk21,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk22,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk23,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk24,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk25,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk26,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk27,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk28,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk29,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk30,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk31,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk32,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk33,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk34,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk35,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk36,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk37,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk38,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk39,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk40,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk41,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk42,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk43,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk44,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk45,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk46,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk47,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk48,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk49,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk50,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk51,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk52,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk53,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk54,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk55,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk56,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk57,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk58,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk59,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk60,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk61,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk62,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk63,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk64,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk65,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk66,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk67,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk68,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk69,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk70,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk71,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk72,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk73,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk74,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk75,NA
"Jackson, Alan",Pop A Top,1999-11-13,wk76,NA
"Jackson, Alan",www.memory,2000-11-04,wk1,75
"Jackson, Alan",www.memory,2000-11-04,wk2,59
"Jackson, Alan",www.memory,2000-11-04,wk3,59
"Jackson, Alan",www.memory,2000-11-04,wk4,54
"Jackson, Alan",www.memory,2000-11-04,wk5,50
"Jackson, Alan",www.memory,2000-11-04,wk6,49
"Jackson, Alan",www.memory,2000-11-04,wk7,47
"Jackson, Alan",www.memory,2000-11-04,wk8,45
"Jackson, Alan",www.memory,2000-11-04,wk9,49
"Jackson, Alan",www.memory,2000-11-04,wk10,69
"Jackson, Alan",www.memory,2000-11-04,wk11,63
"Jackson, Alan",www.memory,2000-11-04,wk12,67
"Jackson, Alan",www.memory,2000-11-04,wk13,77
"Jackson, Alan",www.memory,2000-11-04,wk14,89
"Jackson, Alan",www.memory,2000-11-04,wk15,99
"Jackson, Alan",www.memory,2000-11-04,wk16,NA
"Jackson, Alan",www.memory,2000-11-04,wk17,NA
"Jackson, Alan",www.memory,2000-11-04,wk18,NA
"Jackson, Alan",www.memory,2000-11-04,wk19,NA
"Jackson, Alan",www.memory,2000-11-04,wk20,NA
"Jackson, Alan",www.memory,2000-11-04,wk21,NA
"Jackson, Alan",www.memory,2000-11-04,wk22,NA
"Jackson, Alan",www.memory,2000-11-04,wk23,NA
"Jackson, Alan",www.memory,2000-11-04,wk24,NA
"Jackson, Alan",www.memory,2000-11-04,wk25,NA
"Jackson, Alan",www.memory,2000-11-04,wk26,NA
"Jackson, Alan",www.memory,2000-11-04,wk27,NA
"Jackson, Alan",www.memory,2000-11-04,wk28,NA
"Jackson, Alan",www.memory,2000-11-04,wk29,NA
"Jackson, Alan",www.memory,2000-11-04,wk30,NA
"Jackson, Alan",www.memory,2000-11-04,wk31,NA
"Jackson, Alan",www.memory,2000-11-04,wk32,NA
"Jackson, Alan",www.memory,2000-11-04,wk33,NA
"Jackson, Alan",www.memory,2000-11-04,wk34,NA
"Jackson, Alan",www.memory,2000-11-04,wk35,NA
"Jackson, Alan",www.memory,2000-11-04,wk36,NA
"Jackson, Alan",www.memory,2000-11-04,wk37,NA
"Jackson, Alan",www.memory,2000-11-04,wk38,NA
"Jackson, Alan",www.memory,2000-11-04,wk39,NA
"Jackson, Alan",www.memory,2000-11-04,wk40,NA
"Jackson, Alan",www.memory,2000-11-04,wk41,NA
"Jackson, Alan",www.memory,2000-11-04,wk42,NA
"Jackson, Alan",www.memory,2000-11-04,wk43,NA
"Jackson, Alan",www.memory,2000-11-04,wk44,NA
"Jackson, Alan",www.memory,2000-11-04,wk45,NA
"Jackson, Alan",www.memory,2000-11-04,wk46,NA
"Jackson, Alan",www.memory,2000-11-04,wk47,NA
"Jackson, Alan",www.memory,2000-11-04,wk48,NA
"Jackson, Alan",www.memory,2000-11-04,wk49,NA
"Jackson, Alan",www.memory,2000-11-04,wk50,NA
"Jackson, Alan",www.memory,2000-11-04,wk51,NA
"Jackson, Alan",www.memory,2000-11-04,wk52,NA
"Jackson, Alan",www.memory,2000-11-04,wk53,NA
"Jackson, Alan",www.memory,2000-11-04,wk54,NA
"Jackson, Alan",www.memory,2000-11-04,wk55,NA
"Jackson, Alan",www.memory,2000-11-04,wk56,NA
"Jackson, Alan",www.memory,2000-11-04,wk57,NA
"Jackson, Alan",www.memory,2000-11-04,wk58,NA
"Jackson, Alan",www.memory,2000-11-04,wk59,NA
"Jackson, Alan",www.memory,2000-11-04,wk60,NA
"Jackson, Alan",www.memory,2000-11-04,wk61,NA
"Jackson, Alan",www.memory,2000-11-04,wk62,NA
"Jackson, Alan",www.memory,2000-11-04,wk63,NA
"Jackson, Alan",www.memory,2000-11-04,wk64,NA
"Jackson, Alan",www.memory,2000-11-04,wk65,NA
"Jackson, Alan",www.memory,2000-11-04,wk66,NA
"Jackson, Alan",www.memory,2000-11-04,wk67,NA
"Jackson, Alan",www.memory,2000-11-04,wk68,NA
"Jackson, Alan",www.memory,2000-11-04,wk69,NA
"Jackson, Alan",www.memory,2000-11-04,wk70,NA
"Jackson, Alan",www.memory,2000-11-04,wk71,NA
"Jackson, Alan",www.memory,2000-11-04,wk72,NA
"Jackson, Alan",www.memory,2000-11-04,wk73,NA
"Jackson, Alan",www.memory,2000-11-04,wk74,NA
"Jackson, Alan",www.memory,2000-11-04,wk75,NA
"Jackson, Alan",www.memory,2000-11-04,wk76,NA
Jagged Edge,He Can't Love U,1999-12-11,wk1,54
Jagged Edge,He Can't Love U,1999-12-11,wk2,32
Jagged Edge,He Can't Love U,1999-12-11,wk3,17
Jagged Edge,He Can't Love U,1999-12-11,wk4,17
Jagged Edge,He Can't Love U,1999-12-11,wk5,15
Jagged Edge,He Can't Love U,1999-12-11,wk6,18
Jagged Edge,He Can't Love U,1999-12-11,wk7,18
Jagged Edge,He Can't Love U,1999-12-11,wk8,18
Jagged Edge,He Can't Love U,1999-12-11,wk9,18
Jagged Edge,He Can't Love U,1999-12-11,wk10,25
Jagged Edge,He Can't Love U,1999-12-11,wk11,24
Jagged Edge,He Can't Love U,1999-12-11,wk12,24
Jagged Edge,He Can't Love U,1999-12-11,wk13,26
Jagged Edge,He Can't Love U,1999-12-11,wk14,33
Jagged Edge,He Can't Love U,1999-12-11,wk15,44
Jagged Edge,He Can't Love U,1999-12-11,wk16,51
Jagged Edge,He Can't Love U,1999-12-11,wk17,53
Jagged Edge,He Can't Love U,1999-12-11,wk18,65
Jagged Edge,He Can't Love U,1999-12-11,wk19,69
