zip,sex,age,obese,n,pop
54870,female,75+,18,54,61
54871,female,75+,NA,NA,197
54872,female,75+,NA,NA,130
54873,female,75+,NA,NA,118
54874,female,75+,NA,NA,142
54875,female,75+,NA,NA,35
54876,female,75+,NA,NA,62
54880,female,75+,NA,NA,1319
54888,female,75+,NA,NA,44
54889,female,75+,NA,NA,112
54891,female,75+,NA,NA,152
54893,female,75+,NA,NA,211
54895,female,75+,12,33,31
54896,female,75+,18,47,65
54901,female,75+,NA,NA,1351
54902,female,75+,NA,NA,1396
54904,female,75+,52,125,701
54909,female,75+,NA,NA,59
54911,female,75+,180,551,1494
54913,female,75+,92,279,308
54914,female,75+,151,481,1208
54915,female,75+,149,513,1210
54921,female,75+,NA,NA,31
54922,female,75+,NA,NA,35
54923,female,75+,NA,NA,464
54927,female,75+,NA,NA,28
54928,female,75+,NA,NA,9
54929,female,75+,NA,NA,479
54930,female,75+,NA,NA,80
54931,female,75+,NA,NA,33
54932,female,75+,NA,NA,32
54933,female,75+,NA,NA,9
54934,female,75+,NA,NA,0
54935,female,75+,NA,NA,2127
54937,female,75+,NA,NA,742
54940,female,75+,NA,NA,193
54941,female,75+,NA,NA,130
54942,female,75+,24,74,159
54943,female,75+,11,30,116
54944,female,75+,37,85,227
54945,female,75+,NA,NA,170
54946,female,75+,NA,NA,16
54947,female,75+,14,46,108
54948,female,75+,NA,NA,18
54949,female,75+,NA,NA,118
54950,female,75+,NA,NA,148
54952,female,75+,137,419,1080
54956,female,75+,287,952,1491
54960,female,75+,NA,NA,192
54961,female,75+,NA,NA,546
54962,female,75+,NA,NA,30
54963,female,75+,15,38,266
54964,female,75+,NA,NA,21
54965,female,75+,NA,NA,48
54966,female,75+,NA,NA,56
54967,female,75+,NA,NA,17
54968,female,75+,NA,NA,116
54970,female,75+,NA,NA,155
54971,female,75+,NA,NA,598
54974,female,75+,NA,NA,47
54977,female,75+,NA,NA,62
54979,female,75+,NA,NA,36
54980,female,75+,NA,NA,3
54981,female,75+,NA,NA,1120
54982,female,75+,NA,NA,367
54983,female,75+,NA,NA,147
54984,female,75+,NA,NA,254
54985,female,75+,NA,NA,36
54986,female,75+,11,39,231
53001,male,05-17,NA,NA,164
53002,male,05-17,11,71,211
53003,male,05-17,NA,NA,5
53004,male,05-17,NA,NA,400
53005,male,05-17,NA,NA,1782
53006,male,05-17,NA,NA,176
53007,male,05-17,NA,NA,118
53010,male,05-17,29,201,647
53011,male,05-17,NA,NA,230
53012,male,05-17,52,446,1750
53013,male,05-17,NA,NA,281
53014,male,05-17,17,103,591
53015,male,05-17,NA,NA,267
53016,male,05-17,NA,NA,38
53017,male,05-17,13,154,597
53018,male,05-17,NA,NA,985
53019,male,05-17,NA,NA,239
53020,male,05-17,NA,NA,197
53021,male,05-17,19,92,497
53022,male,05-17,80,686,1974
53023,male,05-17,NA,NA,133
53024,male,05-17,43,336,1378
53027,male,05-17,72,542,1628
53029,male,05-17,NA,NA,2239
53031,male,05-17,NA,NA,3
53032,male,05-17,20,91,435
53033,male,05-17,16,124,314
53034,male,05-17,NA,NA,190
53035,male,05-17,10,52,197
53036,male,05-17,NA,NA,238
53037,male,05-17,52,396,855
53038,male,05-17,NA,NA,347
53039,male,05-17,11,76,462
53040,male,05-17,57,323,750
53042,male,05-17,17,78,592
53044,male,05-17,NA,NA,322
53045,male,05-17,NA,NA,1608
53046,male,05-17,NA,NA,79
53047,male,05-17,NA,NA,7
53048,male,05-17,NA,NA,232
53049,male,05-17,NA,NA,143
53050,male,05-17,10,82,746
53051,male,05-17,112,916,2918
53057,male,05-17,NA,NA,150
53058,male,05-17,NA,NA,419
53059,male,05-17,NA,NA,106
53061,male,05-17,NA,NA,597
53063,male,05-17,NA,NA,121
53065,male,05-17,NA,NA,240
53066,male,05-17,NA,NA,3664
53069,male,05-17,NA,NA,37
53070,male,05-17,13,89,476
53072,male,05-17,NA,NA,2200
53073,male,05-17,48,241,1330
53074,male,05-17,40,197,1050
53075,male,05-17,NA,NA,284
53076,male,05-17,NA,NA,271
53078,male,05-17,NA,NA,131
53079,male,05-17,NA,NA,83
53080,male,05-17,10,90,468
53081,male,05-17,114,486,3725
53083,male,05-17,54,230,1975
53085,male,05-17,25,134,1013
53086,male,05-17,35,274,823
53088,male,05-17,NA,NA,32
53089,male,05-17,50,459,1797
53090,male,05-17,115,824,1914
53091,male,05-17,NA,NA,190
53092,male,05-17,31,308,1780
53093,male,05-17,NA,NA,190
53094,male,05-17,NA,NA,1898
53095,male,05-17,159,1099,2619
53097,male,05-17,12,115,485
53098,male,05-17,NA,NA,1027
53103,male,05-17,NA,NA,328
53104,male,05-17,NA,NA,401
53105,male,05-17,NA,NA,2524
53108,male,05-17,NA,NA,220
53110,male,05-17,NA,NA,1539
53114,male,05-17,NA,NA,246
53115,male,05-17,NA,NA,1350
53118,male,05-17,NA,NA,676
53119,male,05-17,NA,NA,567
53120,male,05-17,NA,NA,808
53121,male,05-17,NA,NA,1720
53122,male,05-17,NA,NA,651
53125,male,05-17,NA,NA,122
53126,male,05-17,NA,NA,689
53128,male,05-17,NA,NA,1009
53129,male,05-17,NA,NA,1149
53130,male,05-17,NA,NA,586
53132,male,05-17,NA,NA,2921
53137,male,05-17,NA,NA,138
53139,male,05-17,NA,NA,175
53140,male,05-17,NA,NA,2701
53142,male,05-17,NA,NA,3241
53143,male,05-17,NA,NA,2599
53144,male,05-17,NA,NA,2395
53146,male,05-17,NA,NA,611
53147,male,05-17,NA,NA,1312
53149,male,05-17,NA,NA,1824
53150,male,05-17,NA,NA,2725
53151,male,05-17,NA,NA,2195
53153,male,05-17,NA,NA,177
53154,male,05-17,NA,NA,2540
53156,male,05-17,NA,NA,228
53158,male,05-17,NA,NA,1388
53167,male,05-17,NA,NA,52
53168,male,05-17,NA,NA,766
53170,male,05-17,NA,NA,225
53172,male,05-17,NA,NA,1564
53177,male,05-17,NA,NA,699
53178,male,05-17,NA,NA,166
53179,male,05-17,NA,NA,742
53181,male,05-17,NA,NA,717
53182,male,05-17,NA,NA,698
53183,male,05-17,NA,NA,280
53184,male,05-17,NA,NA,570
53185,male,05-17,NA,NA,1712
53186,male,05-17,NA,NA,2579
53188,male,05-17,NA,NA,2685
53189,male,05-17,NA,NA,2729
53190,male,05-17,58,239,1120
53191,male,05-17,NA,NA,297
53192,male,05-17,NA,NA,0
53195,male,05-17,NA,NA,0
53202,male,05-17,NA,NA,112
53203,male,05-17,NA,NA,0
53204,male,05-17,NA,NA,4800
53205,male,05-17,NA,NA,1184
53206,male,05-17,NA,NA,3376
53207,male,05-17,NA,NA,2465
53208,male,05-17,NA,NA,3037
53209,male,05-17,NA,NA,4944
53210,male,05-17,NA,NA,3223
53211,male,05-17,20,257,1566
53212,male,05-17,NA,NA,2888
53213,male,05-17,NA,NA,2085
53214,male,05-17,80,304,2632
53215,male,05-17,NA,NA,7232
53216,male,05-17,NA,NA,3434
53217,male,05-17,NA,NA,2810
53218,male,05-17,NA,NA,5455
53219,male,05-17,NA,NA,2703
53220,male,05-17,NA,NA,1722
53221,male,05-17,NA,NA,3760
53222,male,05-17,37,202,1867
53223,male,05-17,NA,NA,2491
53224,male,05-17,NA,NA,2433
53225,male,05-17,NA,NA,2886
53226,male,05-17,22,171,1294
53227,male,05-17,37,178,1422
53228,male,05-17,20,114,1029
53233,male,05-17,NA,NA,366
53235,male,05-17,NA,NA,403
53295,male,05-17,NA,NA,0
53402,male,05-17,NA,NA,3043
53403,male,05-17,NA,NA,2823
53404,male,05-17,NA,NA,1745
53405,male,05-17,NA,NA,2358
53406,male,05-17,NA,NA,1886
53501,male,05-17,NA,NA,92
53502,male,05-17,41,167,223
53503,male,05-17,16,67,184
53504,male,05-17,23,102,158
53505,male,05-17,NA,NA,65
53506,male,05-17,NA,NA,106
53507,male,05-17,28,143,268
53508,male,05-17,54,387,601
53510,male,05-17,NA,NA,153
53511,male,05-17,NA,NA,4398
53515,male,05-17,19,98,146
53516,male,05-17,33,165,227
53517,male,05-17,20,130,164
53518,male,05-17,NA,NA,126
53520,male,05-17,61,379,533
53521,male,05-17,50,270,330
53522,male,05-17,22,73,71
53523,male,05-17,27,190,352
53525,male,05-17,NA,NA,458
53526,male,05-17,NA,NA,63
53527,male,05-17,103,777,1214
53528,male,05-17,61,423,595
53529,male,05-17,21,113,214
53530,male,05-17,23,96,496
53531,male,05-17,27,249,443
53532,male,05-17,155,971,1212
53533,male,05-17,36,257,616
53534,male,05-17,85,493,792
53536,male,05-17,80,520,913
53537,male,05-17,NA,NA,50
53538,male,05-17,95,423,1767
53540,male,05-17,NA,NA,8
53541,male,05-17,NA,NA,47
53543,male,05-17,NA,NA,143
53544,male,05-17,NA,NA,58
53545,male,05-17,102,548,1813
53546,male,05-17,154,735,2950
53548,male,05-17,99,476,1711
53549,male,05-17,31,156,892
53550,male,05-17,21,79,115
53551,male,05-17,32,178,695
53553,male,05-17,NA,NA,60
53554,male,05-17,NA,NA,168
53555,male,05-17,45,279,770
53556,male,05-17,12,45,241
53557,male,05-17,NA,NA,38
53558,male,05-17,92,815,937
53559,male,05-17,78,368,695
53560,male,05-17,26,134,265
53561,male,05-17,10,44,62
53562,male,05-17,224,1816,1990
53563,male,05-17,67,286,1130
53565,male,05-17,24,115,415
53566,male,05-17,235,1171,1221
53569,male,05-17,NA,NA,87
53570,male,05-17,39,180,252
53571,male,05-17,NA,NA,83
53572,male,05-17,85,721,1174
53573,male,05-17,NA,NA,270
53574,male,05-17,52,345,378
53575,male,05-17,142,1187,1420
53576,male,05-17,21,77,267
53577,male,05-17,NA,NA,121
53578,male,05-17,21,125,676
53579,male,05-17,NA,NA,148
53580,male,05-17,NA,NA,56
53581,male,05-17,33,148,885
53582,male,05-17,NA,NA,66
53583,male,05-17,20,138,497
53585,male,05-17,NA,NA,192
53586,male,05-17,NA,NA,198
53587,male,05-17,14,83,114
53588,male,05-17,16,85,344
53589,male,05-17,227,1378,1671
53590,male,05-17,441,2911,3666
53593,male,05-17,199,1867,2372
53594,male,05-17,35,184,384
53597,male,05-17,145,1541,2088
53598,male,05-17,27,212,149
53599,male,05-17,NA,NA,12
53702,male,05-17,NA,NA,0
53703,male,05-17,25,191,508
53704,male,05-17,412,2158,2920
53705,male,05-17,93,989,1273
53706,male,05-17,NA,NA,53
53711,male,05-17,413,2623,4094
53713,male,05-17,395,1468,2248
53714,male,05-17,161,800,1275
53715,male,05-17,27,168,279
53716,male,05-17,142,903,1471
53717,male,05-17,71,596,948
53718,male,05-17,110,586,691
53719,male,05-17,237,1654,2539
53726,male,05-17,14,162,212
53792,male,05-17,NA,NA,0
53801,male,05-17,NA,NA,92
53802,male,05-17,NA,NA,0
53803,male,05-17,NA,NA,158
53804,male,05-17,NA,NA,126
53805,male,05-17,75,284,394
53806,male,05-17,NA,NA,135
53807,male,05-17,NA,NA,386
53808,male,05-17,NA,NA,98
53809,male,05-17,14,85,385
53810,male,05-17,NA,NA,45
53811,male,05-17,NA,NA,243
53813,male,05-17,NA,NA,573
53816,male,05-17,NA,NA,112
53817,male,05-17,NA,NA,5
53818,male,05-17,15,85,794
53820,male,05-17,NA,NA,314
53821,male,05-17,26,164,643
53825,male,05-17,NA,NA,103
53826,male,05-17,10,53,136
53827,male,05-17,NA,NA,12
53901,male,05-17,99,450,1139
53910,male,05-17,13,70,216
53911,male,05-17,NA,NA,128
53913,male,05-17,144,736,1832
53916,male,05-17,169,813,1998
53919,male,05-17,NA,NA,264
53920,male,05-17,NA,NA,17
53922,male,05-17,NA,NA,70
53923,male,05-17,22,72,177
53924,male,05-17,NA,NA,152
53925,male,05-17,65,408,681
53926,male,05-17,NA,NA,224
53928,male,05-17,NA,NA,7
53929,male,05-17,14,67,228
53930,male,05-17,10,43,124
53931,male,05-17,NA,NA,13
53932,male,05-17,22,128,221
53933,male,05-17,14,57,172
53934,male,05-17,15,99,279
53935,male,05-17,NA,NA,27
53936,male,05-17,NA,NA,92
53937,male,05-17,NA,NA,125
53939,male,05-17,NA,NA,27
53941,male,05-17,NA,NA,395
53943,male,05-17,NA,NA,81
53944,male,05-17,11,40,180
53946,male,05-17,NA,NA,469
53947,male,05-17,NA,NA,5
53948,male,05-17,30,109,536
53949,male,05-17,25,83,405
53950,male,05-17,12,50,404
53951,male,05-17,20,58,212
53952,male,05-17,11,59,235
53953,male,05-17,NA,NA,26
53954,male,05-17,50,244,648
53955,male,05-17,55,287,442
53956,male,05-17,24,130,335
53959,male,05-17,44,188,1243
53960,male,05-17,27,164,375
53961,male,05-17,NA,NA,81
53963,male,05-17,18,104,752
53964,male,05-17,NA,NA,401
53965,male,05-17,65,306,672
53968,male,05-17,10,47,254
53969,male,05-17,NA,NA,10
54001,male,05-17,NA,NA,671
54002,male,05-17,NA,NA,707
54003,male,05-17,NA,NA,88
54004,male,05-17,NA,NA,296
54005,male,05-17,NA,NA,307
54006,male,05-17,NA,NA,46
54007,male,05-17,NA,NA,113
54009,male,05-17,NA,NA,233
54010,male,05-17,NA,NA,0
54011,male,05-17,NA,NA,659
54013,male,05-17,NA,NA,360
54014,male,05-17,NA,NA,222
54015,male,05-17,NA,NA,303
54016,male,05-17,NA,NA,3117
54017,male,05-17,NA,NA,1718
54020,male,05-17,NA,NA,668
54021,male,05-17,NA,NA,771
54022,male,05-17,NA,NA,1488
54023,male,05-17,NA,NA,437
54024,male,05-17,NA,NA,298
54025,male,05-17,NA,NA,780
54026,male,05-17,NA,NA,198
54027,male,05-17,NA,NA,84
54028,male,05-17,NA,NA,166
54082,male,05-17,NA,NA,217
54101,male,05-17,22,115,218
54102,male,05-17,NA,NA,41
54103,male,05-17,NA,NA,20
54104,male,05-17,NA,NA,37
54106,male,05-17,32,222,571
54107,male,05-17,12,83,395
54110,male,05-17,20,105,539
54111,male,05-17,NA,NA,160
54112,male,05-17,NA,NA,193
54113,male,05-17,20,169,238
54114,male,05-17,11,71,342
54115,male,05-17,194,1568,4277
54119,male,05-17,NA,NA,69
54120,male,05-17,NA,NA,5
54121,male,05-17,NA,NA,264
54123,male,05-17,NA,NA,33
54124,male,05-17,28,150,254
54125,male,05-17,NA,NA,37
54126,male,05-17,10,95,410
54127,male,05-17,NA,NA,36
54128,male,05-17,NA,NA,122
54129,male,05-17,14,94,231
54130,male,05-17,129,991,2369
54135,male,05-17,NA,NA,354
54136,male,05-17,41,297,794
54137,male,05-17,10,38,74
54138,male,05-17,NA,NA,46
54139,male,05-17,48,187,234
54140,male,05-17,43,291,750
54141,male,05-17,23,105,293
54143,male,05-17,NA,NA,1245
54149,male,05-17,NA,NA,75
54150,male,05-17,NA,NA,162
54151,male,05-17,NA,NA,213
54153,male,05-17,64,287,627
54154,male,05-17,58,318,435
54155,male,05-17,34,206,735
54156,male,05-17,NA,NA,126
54157,male,05-17,16,55,536
54159,male,05-17,NA,NA,148
54160,male,05-17,NA,NA,32
54161,male,05-17,20,85,209
54162,male,05-17,83,462,914
54165,male,05-17,56,302,827
54166,male,05-17,NA,NA,1287
54169,male,05-17,18,172,277
54170,male,05-17,24,179,368
54171,male,05-17,29,199,440
54173,male,05-17,19,189,296
54174,male,05-17,25,110,186
54175,male,05-17,NA,NA,55
54177,male,05-17,NA,NA,151
54180,male,05-17,NA,NA,403
54201,male,05-17,13,60,456
54202,male,05-17,NA,NA,75
54204,male,05-17,NA,NA,146
54205,male,05-17,NA,NA,181
54207,male,05-17,NA,NA,8
54208,male,05-17,33,177,653
54209,male,05-17,NA,NA,47
54210,male,05-17,NA,NA,63
54211,male,05-17,NA,NA,19
54212,male,05-17,NA,NA,98
54213,male,05-17,NA,NA,171
54214,male,05-17,NA,NA,9
54216,male,05-17,41,195,458
54217,male,05-17,47,305,720
54220,male,05-17,NA,NA,3056
54227,male,05-17,NA,NA,148
54228,male,05-17,NA,NA,222
54229,male,05-17,19,189,335
54230,male,05-17,NA,NA,474
54232,male,05-17,NA,NA,41
54234,male,05-17,NA,NA,55
54235,male,05-17,22,116,1143
54241,male,05-17,NA,NA,1204
54245,male,05-17,NA,NA,229
54246,male,05-17,NA,NA,59
54247,male,05-17,NA,NA,135
54301,male,05-17,150,808,1903
54302,male,05-17,271,988,2782
54303,male,05-17,220,894,2483
54304,male,05-17,188,817,2284
54307,male,05-17,NA,NA,0
54311,male,05-17,196,1131,2826
54313,male,05-17,215,1723,3646
54401,male,05-17,383,2047,2315
54403,male,05-17,308,1619,2189
54405,male,05-17,53,217,426
54406,male,05-17,NA,NA,319
54407,male,05-17,NA,NA,147
54408,male,05-17,13,52,104
54409,male,05-17,219,864,1164
54410,male,05-17,27,158,246
54411,male,05-17,62,296,624
54412,male,05-17,18,122,195
54413,male,05-17,NA,NA,3
54414,male,05-17,50,257,299
54416,male,05-17,10,35,186
54417,male,05-17,NA,NA,0
54418,male,05-17,21,60,66
54420,male,05-17,15,73,165
54421,male,05-17,44,201,363
54422,male,05-17,NA,NA,166
54423,male,05-17,NA,NA,201
54424,male,05-17,15,69,116
54425,male,05-17,29,123,242
54426,male,05-17,68,345,553
54427,male,05-17,15,84,63
54428,male,05-17,17,47,64
54430,male,05-17,NA,NA,14
54433,male,05-17,19,68,148
54435,male,05-17,11,58,151
54436,male,05-17,21,54,284
54437,male,05-17,18,83,315
54440,male,05-17,45,199,247
54441,male,05-17,NA,NA,85
54442,male,05-17,NA,NA,184
54443,male,05-17,12,72,143
54446,male,05-17,27,124,372
54447,male,05-17,NA,NA,49
54448,male,05-17,59,330,384
54449,male,05-17,237,1461,2264
54450,male,05-17,NA,NA,48
54451,male,05-17,141,756,1079
54452,male,05-17,256,1173,1689
54454,male,05-17,10,62,125
54455,male,05-17,224,1331,1648
54456,male,05-17,19,81,515
54457,male,05-17,104,468,649
54458,male,05-17,NA,NA,3
54459,male,05-17,12,83,103
54460,male,05-17,21,82,245
54462,male,05-17,NA,NA,14
54463,male,05-17,NA,NA,59
54465,male,05-17,NA,NA,26
54466,male,05-17,36,149,230
54467,male,05-17,42,267,1186
54469,male,05-17,22,125,114
54470,male,05-17,26,141,212
54471,male,05-17,30,152,142
54473,male,05-17,16,59,232
54474,male,05-17,39,264,369
54475,male,05-17,16,71,161
54476,male,05-17,248,1460,1637
54479,male,05-17,46,235,557
54480,male,05-17,15,82,99
54481,male,05-17,78,374,1685
54482,male,05-17,21,188,811
54484,male,05-17,44,356,594
54485,male,05-17,NA,NA,32
54486,male,05-17,20,44,175
54487,male,05-17,30,151,587
54488,male,05-17,14,62,121
54489,male,05-17,NA,NA,126
54490,male,05-17,10,39,69
54491,male,05-17,14,72,79
54493,male,05-17,NA,NA,37
54494,male,05-17,305,1669,2137
54495,male,05-17,138,535,671
54498,male,05-17,12,65,279
54499,male,05-17,51,188,282
54501,male,05-17,71,460,1456
54511,male,05-17,NA,NA,92
54512,male,05-17,NA,NA,16
54513,male,05-17,NA,NA,38
54514,male,05-17,12,62,152
54515,male,05-17,12,30,33
54517,male,05-17,NA,NA,0
54519,male,05-17,NA,NA,72
54520,male,05-17,NA,NA,389
54521,male,05-17,26,152,444
54524,male,05-17,NA,NA,52
54525,male,05-17,NA,NA,22
54526,male,05-17,NA,NA,90
54527,male,05-17,NA,NA,76
54529,male,05-17,NA,NA,64
54530,male,05-17,NA,NA,53
54531,male,05-17,14,42,132
54534,male,05-17,47,155,144
54536,male,05-17,NA,NA,8
54537,male,05-17,NA,NA,37
54538,male,05-17,27,78,192
54539,male,05-17,NA,NA,28
54540,male,05-17,NA,NA,33
54541,male,05-17,NA,NA,105
54542,male,05-17,NA,NA,10
54545,male,05-17,NA,NA,33
54546,male,05-17,NA,NA,121
54547,male,05-17,NA,NA,96
54548,male,05-17,27,153,248
54550,male,05-17,NA,NA,55
54552,male,05-17,29,142,262
54554,male,05-17,NA,NA,60
54555,male,05-17,47,166,246
54556,male,05-17,16,83,117
54557,male,05-17,NA,NA,91
54558,male,05-17,NA,NA,75
54559,male,05-17,NA,NA,71
54560,male,05-17,NA,NA,18
54561,male,05-17,NA,NA,0
54562,male,05-17,NA,NA,85
54563,male,05-17,NA,NA,67
54564,male,05-17,NA,NA,23
54565,male,05-17,NA,NA,3
54566,male,05-17,NA,NA,101
54568,male,05-17,33,192,560
54601,male,05-17,191,1396,3043
54603,male,05-17,81,456,968
54610,male,05-17,NA,NA,80
54611,male,05-17,NA,NA,113
54612,male,05-17,56,204,597
54613,male,05-17,NA,NA,72
54614,male,05-17,22,110,311
54615,male,05-17,20,95,777
54616,male,05-17,20,103,270
54618,male,05-17,10,47,195
54619,male,05-17,22,100,451
54621,male,05-17,NA,NA,129
54622,male,05-17,NA,NA,146
54623,male,05-17,12,74,180
54624,male,05-17,10,41,115
54625,male,05-17,NA,NA,18
54626,male,05-17,NA,NA,143
54627,male,05-17,16,69,160
54628,male,05-17,NA,NA,51
54629,male,05-17,NA,NA,188
54630,male,05-17,25,146,352
54631,male,05-17,NA,NA,129
54632,male,05-17,NA,NA,88
54634,male,05-17,31,143,489
54635,male,05-17,NA,NA,102
54636,male,05-17,121,823,1627
54637,male,05-17,NA,NA,7
54638,male,05-17,14,48,102
54639,male,05-17,NA,NA,243
54641,male,05-17,NA,NA,0
54642,male,05-17,15,67,183
54643,male,05-17,NA,NA,0
54644,male,05-17,12,60,143
54645,male,05-17,NA,NA,6
54646,male,05-17,16,66,345
54648,male,05-17,NA,NA,200
54650,male,05-17,155,1065,2134
54651,male,05-17,NA,NA,130
54652,male,05-17,NA,NA,94
54653,male,05-17,16,49,116
54654,male,05-17,NA,NA,6
54655,male,05-17,NA,NA,149
54656,male,05-17,110,478,1473
54657,male,05-17,NA,NA,46
54658,male,05-17,21,96,212
54659,male,05-17,NA,NA,136
54660,male,05-17,81,388,1682
54661,male,05-17,26,153,302
54664,male,05-17,NA,NA,139
54665,male,05-17,44,195,684
54666,male,05-17,11,43,254
54667,male,05-17,39,179,521
54669,male,05-17,42,341,697
54670,male,05-17,NA,NA,284
54701,male,05-17,124,713,3113
54703,male,05-17,136,846,3251
54720,male,05-17,34,192,474
54721,male,05-17,NA,NA,129
54722,male,05-17,29,141,401
54723,male,05-17,NA,NA,84
54724,male,05-17,37,173,560
54725,male,05-17,NA,NA,234
54726,male,05-17,NA,NA,167
54727,male,05-17,33,194,479
54728,male,05-17,31,135,538
54729,male,05-17,194,1081,3050
54730,male,05-17,15,63,541
54731,male,05-17,NA,NA,63
54732,male,05-17,33,135,191
54733,male,05-17,NA,NA,79
54734,male,05-17,NA,NA,68
54736,male,05-17,NA,NA,372
54737,male,05-17,NA,NA,60
54738,male,05-17,11,75,290
54739,male,05-17,22,118,583
54740,male,05-17,NA,NA,152
54741,male,05-17,NA,NA,132
54742,male,05-17,15,113,411
54745,male,05-17,16,64,152
54746,male,05-17,NA,NA,70
54747,male,05-17,21,94,233
54748,male,05-17,NA,NA,54
54749,male,05-17,NA,NA,102
54750,male,05-17,NA,NA,93
54751,male,05-17,NA,NA,1633
54754,male,05-17,NA,NA,151
54755,male,05-17,15,70,680
54756,male,05-17,NA,NA,59
54757,male,05-17,13,69,296
54758,male,05-17,19,67,375
54759,male,05-17,NA,NA,92
54760,male,05-17,NA,NA,2
54761,male,05-17,NA,NA,103
54762,male,05-17,NA,NA,131
54763,male,05-17,NA,NA,98
54765,male,05-17,NA,NA,0
54766,male,05-17,16,71,148
54767,male,05-17,NA,NA,365
54768,male,05-17,21,124,467
54769,male,05-17,NA,NA,53
54770,male,05-17,11,34,196
54771,male,05-17,19,95,416
54772,male,05-17,NA,NA,84
54773,male,05-17,20,116,256
54801,male,05-17,13,71,589
54805,male,05-17,NA,NA,146
54806,male,05-17,NA,NA,965
54810,male,05-17,NA,NA,147
54812,male,05-17,22,85,335
54813,male,05-17,NA,NA,32
54814,male,05-17,NA,NA,177
54817,male,05-17,NA,NA,88
54819,male,05-17,22,82,225
54820,male,05-17,NA,NA,76
54821,male,05-17,NA,NA,83
54822,male,05-17,20,116,431
54824,male,05-17,NA,NA,268
54826,male,05-17,NA,NA,76
54827,male,05-17,NA,NA,4
54828,male,05-17,NA,NA,36
54829,male,05-17,21,89,423
54830,male,05-17,NA,NA,172
54832,male,05-17,NA,NA,26
54835,male,05-17,NA,NA,72
54836,male,05-17,NA,NA,72
54837,male,05-17,NA,NA,303
54838,male,05-17,NA,NA,27
54839,male,05-17,NA,NA,28
54840,male,05-17,NA,NA,376
54841,male,05-17,NA,NA,35
54842,male,05-17,NA,NA,4
54843,male,05-17,NA,NA,929
54844,male,05-17,NA,NA,4
54845,male,05-17,NA,NA,11
54846,male,05-17,NA,NA,37
54847,male,05-17,NA,NA,159
54848,male,05-17,42,217,500
54849,male,05-17,NA,NA,210
54850,male,05-17,NA,NA,12
54853,male,05-17,NA,NA,304
54854,male,05-17,NA,NA,110
54855,male,05-17,NA,NA,149
54856,male,05-17,NA,NA,155
54857,male,05-17,NA,NA,0
54858,male,05-17,NA,NA,148
54859,male,05-17,NA,NA,110
54861,male,05-17,NA,NA,22
54862,male,05-17,NA,NA,13
54864,male,05-17,NA,NA,105
54865,male,05-17,NA,NA,30
54867,male,05-17,NA,NA,11
54868,male,05-17,82,440,1235
54870,male,05-17,NA,NA,99
54871,male,05-17,NA,NA,233
54872,male,05-17,NA,NA,185
54873,male,05-17,NA,NA,216
54874,male,05-17,NA,NA,378
54875,male,05-17,NA,NA,49
54876,male,05-17,NA,NA,99
54880,male,05-17,NA,NA,2298
54888,male,05-17,NA,NA,65
54889,male,05-17,NA,NA,170
54891,male,05-17,NA,NA,247
54893,male,05-17,NA,NA,277
54895,male,05-17,NA,NA,81
54896,male,05-17,13,33,79
54901,male,05-17,50,323,2581
54902,male,05-17,27,198,1721
54904,male,05-17,38,232,1675
54909,male,05-17,NA,NA,242
54911,male,05-17,158,994,1982
54913,male,05-17,116,1223,1799
54914,male,05-17,201,1113,2279
54915,male,05-17,299,2008,4395
54921,male,05-17,NA,NA,117
54922,male,05-17,22,56,110
54923,male,05-17,NA,NA,826
54927,male,05-17,NA,NA,42
54928,male,05-17,NA,NA,52
54929,male,05-17,NA,NA,804
54930,male,05-17,NA,NA,127
54931,male,05-17,NA,NA,19
54932,male,05-17,NA,NA,114
54933,male,05-17,NA,NA,27
54934,male,05-17,NA,NA,60
54935,male,05-17,NA,NA,3421
54937,male,05-17,NA,NA,1539
54940,male,05-17,NA,NA,328
54941,male,05-17,NA,NA,132
54942,male,05-17,52,572,952
54943,male,05-17,NA,NA,103
54944,male,05-17,66,428,887
54945,male,05-17,NA,NA,339
54946,male,05-17,NA,NA,0
54947,male,05-17,NA,NA,117
54948,male,05-17,NA,NA,20
54949,male,05-17,NA,NA,320
54950,male,05-17,NA,NA,205
54952,male,05-17,168,1047,2120
54956,male,05-17,252,1986,3697
54960,male,05-17,NA,NA,110
54961,male,05-17,NA,NA,1142
54962,male,05-17,NA,NA,109
54963,male,05-17,26,121,895
54964,male,05-17,NA,NA,93
54965,male,05-17,NA,NA,132
54966,male,05-17,NA,NA,205
54967,male,05-17,NA,NA,17
54968,male,05-17,NA,NA,241
54970,male,05-17,NA,NA,210
54971,male,05-17,NA,NA,862
54974,male,05-17,NA,NA,154
54977,male,05-17,NA,NA,132
54979,male,05-17,NA,NA,86
54980,male,05-17,NA,NA,0
54981,male,05-17,NA,NA,1151
54982,male,05-17,NA,NA,582
54983,male,05-17,NA,NA,449
54984,male,05-17,NA,NA,160
54985,male,05-17,NA,NA,0
54986,male,05-17,20,96,471
53001,male,18-34,12,49,141
53002,male,18-34,18,82,348
53003,male,18-34,NA,NA,5
53004,male,18-34,17,51,357
53005,male,18-34,93,341,1306
53006,male,18-34,NA,NA,206
53007,male,18-34,11,39,285
53010,male,18-34,55,175,736
53011,male,18-34,NA,NA,176
53012,male,18-34,68,349,1566
53013,male,18-34,18,59,315
53014,male,18-34,NA,NA,879
