name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Washington,DC,USA",2019-12-09,11.1,6.7,8.1,11.1,4.6,6.2,7.1,94.0,18.749,100,54.17,rain,0.0,0.0,59.0,29.6,194.3,1016.8,90.4,11.2,17.3,1.0,1,,2019-12-09T07:14:52,2019-12-09T16:45:53,0.42,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"C8838,KIAD,KDCA,72405013743,72403793728,72403093738,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2019-12-10,15.0,5.6,12.2,15.0,1.4,11.6,10.2,87.3,3.259,100,45.83,rain,0.0,0.0,49.7,30.6,241.5,1012.9,70.8,15.6,19.5,1.4,1,,2019-12-10T07:15:41,2019-12-10T16:45:58,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2019-12-11,5.5,1.0,2.8,2.3,-4.8,-1.4,-5.0,59.3,2.779,100,20.83,"rain,snow",0.4,0.6,47.9,35.7,317.1,1028.5,41.1,15.7,113.2,9.6,5,,2019-12-11T07:16:29,2019-12-11T16:46:06,0.48,"Snow, Rain, Partially cloudy",Clearing in the afternoon with early morning snow or rain.,snow,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2019-12-12,3.9,-1.5,1.1,3.9,-6.7,-1.5,-8.0,51.0,0.0,0,0.0,,0.0,0.0,25.9,24.2,49.8,1038.5,45.9,16.0,111.5,9.2,5,,2019-12-12T07:17:16,2019-12-12T16:46:16,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2019-12-13,6.1,0.8,3.5,3.5,-2.3,0.9,1.1,85.1,6.365,100,50.0,rain,0.0,0.0,22.7,15.8,8.9,1024.1,90.4,8.5,23.2,1.4,1,,2019-12-13T07:18:01,2019-12-13T16:46:27,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C8838,KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2019-12-14,10.6,5.7,7.6,10.6,2.3,5.5,5.2,86.2,4.019,100,33.33,rain,0.0,0.0,56.9,34.1,300.9,999.5,86.3,11.5,39.5,3.0,2,,2019-12-14T07:18:45,2019-12-14T16:46:41,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"C8838,KIAD,KDCA,72405013743,72403793728,72403093738,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2019-12-15,13.3,4.2,7.7,13.3,0.5,5.6,-0.8,56.2,0.0,0,0.0,,0.0,0.0,44.6,26.7,281.2,1014.1,49.2,16.0,90.7,7.3,5,,2019-12-15T07:19:27,2019-12-15T16:46:57,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2019-12-16,4.2,1.6,2.5,1.6,-2.1,-0.6,0.0,84.8,10.372,100,50.0,"rain,snow",1.0,0.5,24.5,22.8,47.0,1022.9,84.2,11.0,15.6,1.1,1,,2019-12-16T07:20:08,2019-12-16T16:47:15,0.66,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"C8838,KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2019-12-17,5.0,2.8,3.9,4.4,-1.2,1.0,2.2,89.8,3.387,100,29.17,rain,0.0,0.6,48.7,29.1,336.2,1010.4,88.9,9.9,18.2,1.4,1,,2019-12-17T07:20:47,2019-12-17T16:47:36,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C8838,KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2019-12-18,6.1,-1.7,2.2,1.7,-9.9,-2.7,-7.0,51.4,0.0,0,0.0,,0.0,0.3,62.0,43.4,306.8,1016.7,46.8,16.0,105.4,9.0,5,,2019-12-18T07:21:24,2019-12-18T16:47:58,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2019-12-19,1.1,-5.1,-2.2,-0.4,-11.8,-6.8,-12.9,44.2,0.0,0,0.0,,0.0,0.1,60.0,40.4,324.3,1030.4,8.0,16.0,107.4,9.1,5,,2019-12-19T07:21:59,2019-12-19T16:48:22,0.77,Clear,Clear conditions throughout the day.,clear-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2019-12-20,5.5,-4.2,0.2,3.6,-7.9,-2.6,-7.3,58.1,0.0,0,0.0,,0.0,0.0,24.8,15.3,25.4,1035.3,33.5,16.0,103.8,8.9,5,,2019-12-20T07:22:33,2019-12-20T16:48:49,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2019-12-21,3.3,-1.9,0.4,3.3,-3.5,-0.5,-5.5,65.1,0.0,0,0.0,,0.0,0.0,17.6,9.9,151.6,1035.2,71.2,15.8,56.3,4.8,2,,2019-12-21T07:23:05,2019-12-21T16:49:17,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2019-12-22,8.5,-3.1,1.8,6.4,-3.9,0.5,-2.2,76.5,0.0,0,0.0,,0.0,0.0,16.2,14.6,179.9,1028.9,54.3,13.0,96.5,8.1,4,,2019-12-22T07:23:35,2019-12-22T16:49:47,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2019-12-23,11.4,-1.0,4.0,11.4,-2.6,3.1,-0.3,75.4,0.0,0,0.0,,0.0,0.0,15.8,14.2,181.5,1021.3,80.6,13.1,89.5,7.6,5,,2019-12-23T07:24:03,2019-12-23T16:50:19,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KIAD,C8838,KDCA,72405013743,72403793728,72403093738,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2019-12-24,11.6,1.2,5.5,11.6,-1.4,4.4,0.2,70.3,0.0,0,0.0,,0.0,0.0,29.5,20.0,37.2,1019.3,59.7,15.4,100.8,8.4,4,,2019-12-24T07:24:29,2019-12-24T16:50:53,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,72403093738,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2019-12-25,9.4,-1.4,3.3,8.5,-3.1,2.3,-0.8,76.6,0.0,0,0.0,,0.0,0.0,18.4,10.5,106.5,1022.2,50.8,12.7,93.8,8.1,4,,2019-12-25T07:24:54,2019-12-25T16:51:29,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,KGAI,KADW,72033493764,74594013705"
"Washington,DC,USA",2019-12-26,12.7,0.4,5.4,12.7,-3.0,4.5,2.2,81.0,0.0,0,0.0,,0.0,0.0,17.6,11.0,49.0,1024.5,51.3,13.1,103.2,8.8,4,,2019-12-26T07:25:16,2019-12-26T16:52:07,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2019-12-27,13.0,3.3,7.8,13.0,3.3,7.2,6.0,88.9,0.0,0,0.0,,0.0,0.0,24.1,16.1,179.7,1024.7,73.4,12.7,76.1,6.4,4,,2019-12-27T07:25:36,2019-12-27T16:52:46,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2019-12-28,19.2,3.7,10.0,19.2,2.6,9.8,5.8,78.0,0.0,0,0.0,,0.0,0.0,21.2,21.2,9.8,1023.4,58.3,13.8,102.2,8.5,5,,2019-12-28T07:25:55,2019-12-28T16:53:27,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2019-12-29,11.2,7.1,9.3,11.2,5.1,8.6,8.4,93.6,14.936,100,54.17,rain,0.0,0.0,38.2,12.1,46.1,1019.0,94.2,7.0,17.5,1.4,1,,2019-12-29T07:26:11,2019-12-29T16:54:10,0.11,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C8838,KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2019-12-30,18.8,7.8,12.7,18.8,5.3,12.1,11.5,93.0,6.556,100,29.17,rain,0.0,0.0,59.8,23.6,47.6,1004.6,88.6,11.3,40.4,3.4,3,,2019-12-30T07:26:25,2019-12-30T16:54:54,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"C8838,KDCA,72405013743,72403793728,KGAI,KDAA,KADW,72033493764,74594013705"
"Washington,DC,USA",2019-12-31,12.2,6.1,8.6,12.2,4.0,7.3,2.8,70.0,0.0,0,0.0,,0.0,0.0,40.7,24.6,279.1,1006.7,83.7,14.0,68.9,6.0,3,,2019-12-31T07:26:37,2019-12-31T16:55:40,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KIAD,KDCA,72405013743,72403793728,72403093738,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2020-01-01,10.6,2.3,6.8,10.6,0.4,4.7,-4.2,46.6,0.0,0,0.0,,0.0,0.0,42.8,23.6,298.5,1010.9,41.6,16.0,108.9,9.2,5,,2020-01-01T07:26:47,2020-01-01T16:56:28,0.21,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2020-01-02,11.7,0.2,5.7,11.7,-2.1,4.7,-0.5,66.3,0.0,0,0.0,,0.0,0.0,28.1,14.2,184.5,1014.3,64.2,16.0,88.6,7.5,5,,2020-01-02T07:26:55,2020-01-02T16:57:17,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2020-01-03,11.7,8.3,10.1,11.7,6.1,9.4,8.2,89.0,5.497,100,54.17,rain,0.0,0.0,29.5,17.4,195.0,1010.4,84.4,15.0,29.8,2.7,2,,2020-01-03T07:27:01,2020-01-03T16:58:07,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"C8838,KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2020-01-04,15.0,8.3,11.6,15.0,4.6,11.0,10.3,92.4,8.85,100,41.67,rain,0.0,0.0,46.1,26.9,309.2,1004.8,82.2,11.6,26.3,2.2,1,,2020-01-04T07:27:05,2020-01-04T16:58:59,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2020-01-05,7.8,1.9,4.8,4.1,-1.4,1.1,-3.6,54.9,0.0,0,0.0,,0.0,0.0,58.9,34.5,309.4,1015.9,72.4,16.0,61.8,5.4,3,,2020-01-05T07:27:06,2020-01-05T16:59:52,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2020-01-06,12.8,1.9,6.7,12.8,-0.4,5.3,-4.0,50.0,0.0,0,0.0,,0.0,0.0,44.6,27.0,249.1,1017.6,46.2,16.0,111.4,9.7,5,,2020-01-06T07:27:06,2020-01-06T17:00:47,0.37,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2020-01-07,7.7,0.5,2.7,7.1,-3.4,0.7,-2.2,72.6,8.318,100,25.0,"rain,snow",0.1,0.0,29.5,22.0,319.7,1016.7,65.1,13.9,34.9,3.0,3,,2020-01-07T07:27:03,2020-01-07T17:01:42,0.4,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"C8838,KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2020-01-08,8.2,-0.8,3.0,4.1,-4.9,-0.9,-4.7,61.4,0.0,0,0.0,"rain,snow",0.1,0.1,55.9,36.1,282.9,1021.5,27.1,16.0,120.3,10.2,6,,2020-01-08T07:26:58,2020-01-08T17:02:39,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2020-01-09,4.8,-1.9,0.9,4.3,-7.1,-2.6,-8.5,49.9,0.0,0,0.0,,0.0,1.2,23.8,21.1,45.3,1039.2,56.9,16.0,112.5,9.6,5,,2020-01-09T07:26:51,2020-01-09T17:03:37,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KIAD,KDCA,72405013743,72403793728,72403093738,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2020-01-10,12.2,1.6,7.2,12.2,-1.6,5.6,2.6,72.9,0.0,0,0.0,,0.0,0.7,38.9,19.8,188.5,1033.9,72.0,16.0,53.5,4.4,2,,2020-01-10T07:26:42,2020-01-10T17:04:36,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2020-01-11,22.1,9.2,15.6,22.1,9.0,15.6,11.8,78.8,0.0,0,0.0,,0.0,0.0,53.4,39.1,189.9,1022.3,78.2,16.0,143.2,12.2,6,,2020-01-11T07:26:31,2020-01-11T17:05:36,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2020-01-12,21.1,9.2,17.3,21.1,7.4,17.3,10.0,65.0,9.446,100,20.83,rain,0.0,0.0,65.7,46.6,250.2,1020.4,47.3,15.5,111.6,9.4,5,,2020-01-12T07:26:17,2020-01-12T17:06:37,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2020-01-13,11.6,6.6,8.9,11.6,4.9,8.0,4.4,73.6,0.0,0,0.0,,0.0,0.0,19.4,14.0,28.0,1028.2,79.6,16.0,184.2,15.9,7,,2020-01-13T07:26:02,2020-01-13T17:07:39,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2020-01-14,9.3,6.4,8.2,8.8,5.0,7.5,7.1,93.0,1.178,100,20.83,rain,0.0,0.0,22.3,12.4,71.4,1023.9,95.0,9.8,16.6,1.5,1,,2020-01-14T07:25:44,2020-01-14T17:08:42,0.64,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"C8838,KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2020-01-15,13.9,7.1,9.7,13.9,6.0,9.0,7.2,85.3,0.0,0,0.0,,0.0,0.0,29.9,17.5,208.0,1021.6,75.9,12.5,173.3,15.0,8,,2020-01-15T07:25:25,2020-01-15T17:09:45,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KIAD,KDCA,72405013743,72403793728,72403093738,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2020-01-16,13.2,3.3,9.3,13.2,-2.7,7.1,-0.5,54.3,0.0,0,0.0,,0.0,0.0,60.7,43.7,305.7,1019.9,38.8,16.0,120.1,10.3,5,,2020-01-16T07:25:03,2020-01-16T17:10:50,0.71,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2020-01-17,3.8,-1.0,1.2,0.2,-7.2,-3.8,-9.9,43.9,0.0,0,0.0,,0.0,0.0,60.5,40.3,332.2,1037.9,47.2,16.0,140.7,12.2,7,,2020-01-17T07:24:39,2020-01-17T17:11:55,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2020-01-18,4.3,-2.9,0.0,-0.3,-8.1,-4.2,-4.9,71.6,5.873,100,25.0,"rain,snow",0.2,0.2,48.6,31.1,172.2,1027.8,84.7,14.7,18.6,1.8,1,,2020-01-18T07:24:13,2020-01-18T17:13:00,0.78,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"C8838,KDCA,72405013743,72403793728,D6279,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2020-01-19,7.2,-1.7,4.2,6.6,-8.3,0.2,-2.5,64.0,0.011,100,4.17,rain,0.0,0.0,58.0,37.8,311.3,1013.1,68.4,16.0,138.4,11.8,10,,2020-01-19T07:23:45,2020-01-19T17:14:07,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"C8838,KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2020-01-20,2.1,-4.0,-1.5,-3.5,-10.8,-7.4,-12.3,44.5,0.0,0,0.0,,0.0,0.0,51.6,32.1,334.6,1027.5,11.0,15.9,138.3,11.8,6,,2020-01-20T07:23:15,2020-01-20T17:15:13,0.85,Clear,Clear conditions throughout the day.,clear-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2020-01-21,2.7,-5.1,-1.3,-1.0,-11.6,-6.6,-10.7,49.5,0.0,0,0.0,,0.0,0.0,35.3,27.1,339.9,1032.6,9.2,16.0,124.5,10.8,5,,2020-01-21T07:22:43,2020-01-21T17:16:21,0.89,Clear,Clear conditions throughout the day.,clear-day,"C8838,KDCA,72405013743,72403793728,D6279,KADW,KDAA,74594013705"
"Washington,DC,USA",2020-01-22,3.9,-4.6,-0.4,3.7,-8.6,-2.7,-8.5,55.5,0.0,0,0.0,,0.0,0.0,19.8,14.4,352.3,1032.0,30.8,16.0,131.1,11.1,6,,2020-01-22T07:22:09,2020-01-22T17:17:29,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2020-01-23,6.6,-2.1,1.8,6.1,-2.1,1.4,-4.5,64.8,0.0,0,0.0,,0.0,0.0,16.2,9.9,85.4,1029.2,70.3,15.9,72.8,6.2,3,,2020-01-23T07:21:33,2020-01-23T17:18:37,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2020-01-24,10.7,1.0,6.1,10.7,-2.1,4.4,1.6,72.9,0.0,0,0.0,,0.0,0.0,39.6,18.6,62.4,1024.1,74.2,15.8,65.4,5.7,3,,2020-01-24T07:20:55,2020-01-24T17:19:45,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2020-01-25,10.5,6.5,8.9,10.5,3.4,7.1,6.1,83.6,30.852,100,45.83,rain,0.0,0.0,52.9,22.6,340.3,1012.2,73.5,14.2,42.3,3.5,2,,2020-01-25T07:20:16,2020-01-25T17:20:54,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2020-01-26,9.3,1.9,6.3,6.7,-0.3,4.5,-1.2,60.0,0.0,0,0.0,,0.0,0.0,38.2,24.0,292.9,1012.5,66.3,16.0,83.9,7.3,5,,2020-01-26T07:19:34,2020-01-26T17:22:03,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2020-01-27,9.3,1.9,5.7,7.5,-1.4,3.1,-1.5,60.5,0.0,0,0.0,,0.0,0.0,45.7,25.2,280.8,1009.8,79.1,16.0,67.0,5.7,4,,2020-01-27T07:18:51,2020-01-27T17:23:12,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2020-01-28,8.2,4.3,6.3,4.9,0.9,2.8,-2.0,55.4,0.0,0,0.0,,0.0,0.0,43.6,33.8,319.1,1013.8,88.8,16.0,61.5,5.3,3,,2020-01-28T07:18:06,2020-01-28T17:24:22,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2020-01-29,8.2,1.9,5.0,5.2,-1.0,1.9,-3.9,52.9,0.0,0,0.0,,0.0,0.0,33.5,26.2,324.9,1019.7,69.5,16.0,69.8,5.9,5,,2020-01-29T07:17:19,2020-01-29T17:25:32,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,F0198,KADW,KDAA,AS365,74594013705"
"Washington,DC,USA",2020-01-30,6.0,-0.9,2.2,4.7,-4.8,-0.3,-5.7,56.9,0.0,0,0.0,,0.0,0.0,20.5,14.8,43.2,1025.0,67.3,16.0,62.7,5.4,3,,2020-01-30T07:16:30,2020-01-30T17:26:41,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KIAD,KDCA,72405013743,72403793728,72403093738,F0198,KGAI,KADW,KDAA,72033493764,74594013705"
"Washington,DC,USA",2020-01-31,8.2,0.5,4.1,8.2,-2.2,3.1,-1.5,67.7,0.267,100,4.17,rain,0.0,0.0,17.6,10.7,27.1,1025.2,76.8,16.0,60.9,5.1,3,,2020-01-31T07:15:39,2020-01-31T17:27:51,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2020-02-01,10.0,0.9,5.3,10.0,-1.5,4.3,1.7,78.7,1.253,100,12.5,rain,0.0,0.0,22.3,20.5,356.1,1013.4,60.2,14.3,92.6,8.1,5,,2020-02-01T07:14:47,2020-02-01T17:29:01,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C8838,KIAD,72403793728,72406093721,KGAI,KADW,74594013705,C6294,KDCA,72405013743,72403093738,F0198,KDAA,72033493764"
"Washington,DC,USA",2020-02-02,12.2,1.7,6.9,12.2,-1.2,5.5,0.9,68.7,0.278,100,8.33,rain,0.0,0.0,40.7,25.2,213.7,1003.7,48.2,14.0,93.8,8.3,6,,2020-02-02T07:13:53,2020-02-02T17:30:11,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"C8838,C6294,KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2020-02-03,16.4,6.5,12.2,16.4,4.7,11.9,2.5,52.6,0.0,0,0.0,,0.0,0.0,42.5,14.7,200.3,1010.1,48.9,16.0,106.1,9.1,5,,2020-02-03T07:12:58,2020-02-03T17:31:21,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C8838,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
"Washington,DC,USA",2020-02-04,18.1,10.1,14.0,18.1,10.1,14.0,7.4,65.0,0.601,100,12.5,rain,0.0,0.0,26.3,16.0,177.3,1009.9,85.0,16.0,87.8,7.4,5,,2020-02-04T07:12:01,2020-02-04T17:32:31,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"C8838,KIAD,72403793728,KGAI,KADW,74594013705,KDCA,72405013743,72403093738,D6279,F0198,KDAA,72033493764"
"Washington,DC,USA",2020-02-05,13.4,3.8,7.5,13.4,0.2,5.1,4.8,83.2,1.732,100,25.0,rain,0.0,0.0,39.6,30.7,31.6,1014.4,86.4,14.6,11.0,1.0,0,,2020-02-05T07:11:02,2020-02-05T17:33:41,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2020-02-06,8.2,3.8,5.7,7.7,1.1,4.0,4.9,94.9,20.174,100,75.0,rain,0.0,0.0,38.2,18.0,149.2,1002.5,94.7,11.0,7.0,0.6,0,,2020-02-06T07:10:02,2020-02-06T17:34:50,0.42,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KIAD,KDCA,72405013743,72403793728,72403093738,F0198,KGAI,KADW,KDAA,AS365,72033493764,74594013705"
"Washington,DC,USA",2020-02-07,13.8,2.8,8.9,13.8,-2.6,6.3,2.9,69.5,12.482,100,41.67,rain,0.0,0.0,64.3,40.1,270.9,994.6,80.4,14.5,61.6,5.3,4,,2020-02-07T07:09:00,2020-02-07T17:36:00,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2020-02-08,7.1,-0.2,3.5,5.7,-3.6,0.4,-6.1,50.5,0.0,0,0.0,,0.0,0.0,36.4,20.2,230.0,1022.8,42.4,16.0,88.1,7.5,4,,2020-02-08T07:07:57,2020-02-08T17:37:09,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,74594013705"
"Washington,DC,USA",2020-02-09,9.9,-0.3,5.1,8.9,-2.0,3.4,-2.9,59.1,0.0,0,0.0,,0.0,0.0,34.9,23.6,179.0,1030.8,43.0,16.0,114.6,10.0,6,,2020-02-09T07:06:52,2020-02-09T17:38:18,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,F0198,KADW,KDAA,AS365,74594013705"
"Washington,DC,USA",2020-02-10,9.3,5.5,7.8,8.3,1.7,4.9,4.1,78.7,11.052,100,54.17,rain,0.0,0.0,50.1,33.3,194.6,1022.5,86.5,14.7,16.1,1.3,1,,2020-02-10T07:05:46,2020-02-10T17:39:27,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,D6279,F0198,KGAI,KADW,KDAA,72033493764,74594013705"
